timestamp,service,value,metric_name
1732403140,payments,9.071732,memory.limit.used.percent_avg
1732403150,payments,9.071732,memory.limit.used.percent_avg
1732403160,payments,9.071732,memory.limit.used.percent_avg
1732403170,payments,9.071732,memory.limit.used.percent_avg
1732403180,payments,9.071732,memory.limit.used.percent_avg
1732403190,payments,9.071732,memory.limit.used.percent_avg
