timestamp,service,value,metric_name
1732403140,payments,324.5,net.request.count.in_sum
1732403150,payments,185.5,net.request.count.in_sum
1732403160,payments,183.5,net.request.count.in_sum
1732403170,payments,355.0,net.request.count.in_sum
1732403180,payments,199.5,net.request.count.in_sum
1732403190,payments,239.0,net.request.count.in_sum
