timestamp,service,value,metric_name
1732403110,recommendations-music,0.14,cpu.quota.used.percent_avg
1732403120,recommendations-music,0.205,cpu.quota.used.percent_avg
1732403130,recommendations-music,0.148,cpu.quota.used.percent_avg
1732403140,recommendations-music,0.131,cpu.quota.used.percent_avg
1732403150,recommendations-music,0.155,cpu.quota.used.percent_avg
1732403160,recommendations-music,0.149,cpu.quota.used.percent_avg
