timestamp,service,value,metric_name
1732403140,recommendations-music,3376654.0,net.http.request.time_max
1732403150,recommendations-music,3593069.0,net.http.request.time_max
1732403160,recommendations-music,3998576.0,net.http.request.time_max
1732403170,recommendations-music,3824157.0,net.http.request.time_max
1732403180,recommendations-music,3234754.0,net.http.request.time_max
1732403190,recommendations-music,4267046.0,net.http.request.time_max
