timestamp,service,value,metric_name
1732403140,orders,0.20432,cpu.cores.used_avg
1732403150,orders,0.099185,cpu.cores.used_avg
1732403160,orders,0.1488,cpu.cores.used_avg
1732403170,orders,0.177191,cpu.cores.used_avg
1732403180,orders,0.145975,cpu.cores.used_avg
1732403190,orders,0.119616,cpu.cores.used_avg
