timestamp,service,value,metric_name
1732403110,orders,5.184,cpu.quota.used.percent_avg
1732403120,orders,4.914,cpu.quota.used.percent_avg
1732403130,orders,6.449,cpu.quota.used.percent_avg
1732403140,orders,6.613,cpu.quota.used.percent_avg
1732403150,orders,3.987,cpu.quota.used.percent_avg
1732403160,orders,4.060001,cpu.quota.used.percent_avg
