timestamp,service,value,metric_name
1732403140,recommendations-food,970,net.connection.count.in_sum
1732403150,recommendations-food,971,net.connection.count.in_sum
1732403160,recommendations-food,971,net.connection.count.in_sum
1732403170,recommendations-food,820,net.connection.count.in_sum
1732403180,recommendations-food,721,net.connection.count.in_sum
1732403190,recommendations-food,721,net.connection.count.in_sum
