timestamp,service,value,metric_name
1732403140,recommendations-food,0.037925,cpu.cores.used_avg
1732403150,recommendations-food,0.0259,cpu.cores.used_avg
1732403160,recommendations-food,0.02455,cpu.cores.used_avg
1732403170,recommendations-food,0.04339,cpu.cores.used_avg
1732403180,recommendations-food,0.02607,cpu.cores.used_avg
1732403190,recommendations-food,0.03135,cpu.cores.used_avg
